iter	Accuracy	MultiClass
148	0.5145582329	0.9808936434
149	0.5135542169	0.9806601883
150	0.5130522088	0.9805128928
151	0.5140562249	0.9803237746
152	0.5140562249	0.9801857019
153	0.5140562249	0.9798144231
154	0.5140562249	0.9796227492
155	0.515060241	0.9793235919
156	0.515060241	0.9790358654
157	0.515562249	0.9788154989
158	0.516064257	0.9786673611
159	0.515562249	0.9785430705
160	0.5180722892	0.9783155844
161	0.5185742972	0.9781299009
162	0.5200803213	0.9777326298
163	0.5210843373	0.9775773691
164	0.5205823293	0.9773293123
165	0.5195783133	0.9771323011
166	0.5195783133	0.9770302647
167	0.5195783133	0.9768886842
168	0.5180722892	0.9767749049
169	0.5185742972	0.9766355758
170	0.5185742972	0.9763235622
171	0.5190763052	0.9761752965
172	0.5200803213	0.9760967847
173	0.5190763052	0.9759734509
174	0.5190763052	0.9758087263
175	0.5190763052	0.9755619532
176	0.5200803213	0.9753686555
177	0.5200803213	0.9751931931
178	0.5225903614	0.9748624472
179	0.5225903614	0.9746877616
180	0.5215863454	0.9745772965
181	0.5220883534	0.9743966339
182	0.5230923695	0.9742346205
183	0.5230923695	0.9740329205
184	0.5220883534	0.9737990828
185	0.5215863454	0.9736259607
186	0.5235943775	0.9733730319
187	0.5245983936	0.9730091356
188	0.5261044177	0.9727214331
189	0.5276104418	0.9725257271
190	0.5281124498	0.9723990964
191	0.5271084337	0.9722880333
192	0.5261044177	0.9721930419
193	0.5261044177	0.9719117303
194	0.5271084337	0.9716160595
195	0.5276104418	0.9715236711
196	0.5301204819	0.9713532777
197	0.5291164659	0.9712008794
198	0.53062249	0.9710590718
199	0.53062249	0.9709513234
200	0.5301204819	0.9706756533
201	0.5296184739	0.9704981804
202	0.5291164659	0.9703381839
203	0.5291164659	0.9701442945
204	0.5296184739	0.9700147766
205	0.5296184739	0.9698736803
206	0.5296184739	0.9696905954
207	0.531124498	0.969365842
208	0.5331325301	0.9691205344
209	0.5361445783	0.9688632553
210	0.5361445783	0.9687491091
211	0.5351405622	0.9685239511
212	0.5386546185	0.96836349
213	0.5396586345	0.968236813
214	0.5381526104	0.9680326267
215	0.5386546185	0.9677997847
216	0.5396586345	0.9675668412
217	0.5406626506	0.9672550172
218	0.5391566265	0.9670814708
219	0.5386546185	0.9669681253
220	0.5396586345	0.9667200758
221	0.5391566265	0.9665833484
222	0.5391566265	0.9664113973
223	0.5386546185	0.9662124365
224	0.5391566265	0.9660474796
225	0.5391566265	0.965906756
226	0.5391566265	0.9657699184
227	0.5406626506	0.9655682802
228	0.5406626506	0.9653148238
229	0.5421686747	0.9652038437
230	0.5411646586	0.965096228
231	0.5411646586	0.9647838875
232	0.5411646586	0.9646888671
233	0.5416666667	0.964560405
234	0.5436746988	0.964301741
235	0.5441767068	0.9641817236
236	0.5446787149	0.9638483801
237	0.5451807229	0.9636157472
238	0.5451807229	0.9634525278
239	0.546184739	0.9633159647
240	0.546184739	0.9631503252
241	0.5481927711	0.9629059477
242	0.5486947791	0.9627076758
243	0.5476907631	0.96251731
244	0.5491967871	0.9624326878
245	0.5486947791	0.9622975705
246	0.5481927711	0.9621782584
247	0.5486947791	0.9619746097
248	0.547188755	0.9617809017
249	0.5481927711	0.9615681095
250	0.5486947791	0.961310476
251	0.5502008032	0.9610888879
252	0.5512048193	0.9609425977
253	0.5507028112	0.9607099256
254	0.5507028112	0.9605532008
255	0.5517068273	0.9604388052
256	0.5527108434	0.960265656
257	0.5537148594	0.9601251075
258	0.5532128514	0.9599975032
259	0.5537148594	0.9598625515
260	0.5537148594	0.9595763711
261	0.5542168675	0.9593824537
262	0.5537148594	0.959274687
263	0.5537148594	0.9591225164
264	0.5552208835	0.9590120184
265	0.5547188755	0.9589014017
266	0.5552208835	0.9587395239
267	0.5552208835	0.9586311996
268	0.5567269076	0.9585220474
269	0.5567269076	0.9583913039
270	0.5577309237	0.9581548969
271	0.5567269076	0.9578762318
272	0.5567269076	0.9576746526
273	0.5567269076	0.9574757844
274	0.5577309237	0.9572293945
275	0.5572289157	0.9571091346
276	0.5572289157	0.9570328363
277	0.5567269076	0.9569120409
278	0.5567269076	0.956809737
279	0.5567269076	0.9567156931
280	0.5572289157	0.9566433502
281	0.5567269076	0.9564108974
282	0.5577309237	0.9562811515
283	0.5567269076	0.9562483213
284	0.5577309237	0.9559563919
285	0.5582329317	0.9556999077
286	0.5587349398	0.9555429317
287	0.5587349398	0.9554148149
288	0.5587349398	0.955284888
289	0.5587349398	0.9551055938
290	0.5587349398	0.9549763855
291	0.5587349398	0.9548087525
292	0.5587349398	0.9546656491
293	0.5592369478	0.9544965278
294	0.5597389558	0.9543102688
295	0.5607429719	0.9542175274
296	0.5607429719	0.9541108933
297	0.561746988	0.9539516192
298	0.5607429719	0.9537295953
299	0.5602409639	0.9536264554
300	0.5607429719	0.9534882472
301	0.5607429719	0.953386485
302	0.5637550201	0.9531760326
303	0.562751004	0.9530643403
304	0.562751004	0.9529646003
305	0.563253012	0.9527865222
306	0.563253012	0.9524640834
307	0.5637550201	0.9523385824
308	0.5637550201	0.9522199987
309	0.5652610442	0.9519341168
310	0.5647590361	0.9517711553
311	0.5652610442	0.9516304546
312	0.5662650602	0.9515412905
313	0.5662650602	0.9514486835
314	0.5662650602	0.9513140814
315	0.5662650602	0.9511973571
316	0.5657630522	0.9510224348
317	0.5667670683	0.9508046982
318	0.5667670683	0.9506105831
319	0.5682730924	0.9504656989
320	0.5677710843	0.9502900351
321	0.5697791165	0.9501300065
322	0.5692771084	0.9497969521
323	0.5692771084	0.9496857546
324	0.5687751004	0.9494920425
325	0.5692771084	0.9492060697
326	0.5697791165	0.9489480629
327	0.5697791165	0.9487676421
328	0.5702811245	0.9484954908
329	0.5717871486	0.9482305296
330	0.5717871486	0.947938845
331	0.5707831325	0.9476834081
332	0.5707831325	0.9475698079
333	0.5707831325	0.9473082266
334	0.5722891566	0.9471232759
335	0.5722891566	0.9470115275
336	0.5722891566	0.9468183474
337	0.5722891566	0.9466484821
338	0.5727911647	0.9464693994
339	0.5732931727	0.9463419956
340	0.5742971888	0.9460847278
341	0.5747991968	0.9458535686
342	0.5753012048	0.9456976362
343	0.5758032129	0.9454938733
344	0.5753012048	0.9453380665
345	0.5758032129	0.9449780158
346	0.5763052209	0.944862121
347	0.5758032129	0.9446916451
348	0.5763052209	0.9445298395
349	0.5768072289	0.9443888325
350	0.5773092369	0.944220717
351	0.5773092369	0.9440519836
352	0.5768072289	0.9438478505
353	0.5768072289	0.9437692402
354	0.5758032129	0.9436237021
355	0.5758032129	0.9435080448
356	0.5753012048	0.9433915033
357	0.5742971888	0.9431642727
358	0.5747991968	0.9430344908
359	0.5747991968	0.9428391897
360	0.5753012048	0.9427214362
361	0.5768072289	0.9426475786
362	0.5758032129	0.9424881772
363	0.5768072289	0.9423743132
364	0.5758032129	0.9422521585
365	0.5753012048	0.9421405727
366	0.5753012048	0.9420107392
367	0.5773092369	0.9417184452
368	0.5768072289	0.9415966713
369	0.578313253	0.9414089807
370	0.5773092369	0.9412932442
371	0.578313253	0.9411428937
372	0.5798192771	0.9409887668
373	0.5813253012	0.9408085356
374	0.5828313253	0.940465109
375	0.5813253012	0.9401493776
376	0.5823293173	0.9398385714
377	0.5828313253	0.9396693673
378	0.5833333333	0.9394692802
379	0.5823293173	0.939333084
380	0.5818273092	0.9391785263
381	0.5823293173	0.9390194012
382	0.5833333333	0.9388090507
383	0.5838353414	0.9386113367
384	0.5848393574	0.9384841879
385	0.5853413655	0.9382899803
386	0.5853413655	0.9381382816
387	0.5853413655	0.9379210733
388	0.5843373494	0.9376845441
389	0.5848393574	0.9374628831
390	0.5848393574	0.937297858
391	0.5853413655	0.9370882593
392	0.5858433735	0.9369391576
393	0.5863453815	0.9367405266
394	0.5868473896	0.9365942758
395	0.5853413655	0.9364261428
396	0.5858433735	0.9363187917
397	0.5888554217	0.9361243448
398	0.5878514056	0.9359706732
399	0.5883534137	0.9358275217
400	0.5888554217	0.9356914285
401	0.5908634538	0.9355372623
402	0.5908634538	0.9353216192
403	0.5903614458	0.9352401643
404	0.5898594378	0.9350991178
405	0.5898594378	0.934948692
406	0.5898594378	0.934569342
407	0.5898594378	0.9344598313
408	0.5888554217	0.9341367245
409	0.5888554217	0.9339169676
410	0.5888554217	0.9337457746
411	0.5883534137	0.9336359925
412	0.5883534137	0.9335136486
413	0.5898594378	0.9332431426
414	0.5908634538	0.9330988454
415	0.5918674699	0.9329007672
416	0.5918674699	0.9327890364
417	0.5918674699	0.9326644844
418	0.5918674699	0.932506906
419	0.5923694779	0.9323403955
420	0.5918674699	0.9321849409
421	0.593373494	0.9318127979
422	0.5928714859	0.9315681826
423	0.5928714859	0.9313276673
424	0.593373494	0.9312006856
425	0.593875502	0.9311002787
426	0.5948795181	0.9309331653
427	0.5948795181	0.9307167247
428	0.5953815261	0.9305300143
429	0.5963855422	0.9304306553
430	0.5963855422	0.9302882071
431	0.5948795181	0.9300424021
432	0.59437751	0.9298623665
433	0.593875502	0.929632665
434	0.59437751	0.9294222928
435	0.59437751	0.9292358059
436	0.59437751	0.9290074795
437	0.5948795181	0.9287792441
438	0.59437751	0.9285284471
439	0.593373494	0.928247316
440	0.593875502	0.9280764095
441	0.5923694779	0.9278180099
442	0.5928714859	0.9275716768
443	0.593373494	0.9273364683
444	0.593875502	0.9271600936
445	0.593875502	0.9269335831
446	0.5958835341	0.9267641504
447	0.5958835341	0.9265195794
448	0.5963855422	0.9263094732
449	0.5963855422	0.9261549789
450	0.5953815261	0.9260460252
451	0.5953815261	0.9258498463
452	0.5973895582	0.92569403
453	0.5968875502	0.9254579332
454	0.5973895582	0.9252171509
455	0.5983935743	0.9250381859
456	0.5978915663	0.9247655217
457	0.5978915663	0.924537396
458	0.5988955823	0.9242352493
459	0.5988955823	0.9240954203
460	0.6004016064	0.9239134313
461	0.6009036145	0.9237270824
462	0.6014056225	0.9234814932
463	0.6009036145	0.9232929487
464	0.5998995984	0.9231188572
465	0.6009036145	0.9227485456
466	0.6014056225	0.922463261
467	0.6009036145	0.9223619493
468	0.6029116466	0.9221428185
469	0.6029116466	0.9219119508
470	0.6024096386	0.9217459188
471	0.6029116466	0.9214991999
472	0.6024096386	0.92119328
473	0.6019076305	0.9210096159
474	0.6019076305	0.9207883762
475	0.6014056225	0.920577647
476	0.6019076305	0.9204030654
477	0.6024096386	0.9201914375
478	0.6019076305	0.9200641658
479	0.6019076305	0.9198403285
480	0.6019076305	0.9196653042
481	0.6019076305	0.9194501924
482	0.6019076305	0.9193330612
483	0.6019076305	0.9191645848
484	0.6029116466	0.9190341466
485	0.6034136546	0.9188775933
486	0.6029116466	0.9186785166
487	0.6044176707	0.918372579
488	0.6039156627	0.9180933699
489	0.6039156627	0.9179538241
490	0.6039156627	0.9178299121
491	0.6034136546	0.9175196678
492	0.6034136546	0.9174069365
493	0.6039156627	0.9172490414
494	0.6034136546	0.9170611006
495	0.6034136546	0.9169042253
496	0.6044176707	0.9166347718
497	0.6044176707	0.91632666
498	0.6049196787	0.9161168201
499	0.6059236948	0.9159422967
500	0.6059236948	0.9158189328
501	0.6049196787	0.9157108763
502	0.6039156627	0.9154991672
503	0.6049196787	0.91528275
504	0.6054216867	0.9150226044
505	0.6049196787	0.9149025438
506	0.6059236948	0.9147150025
507	0.6059236948	0.9144894873
508	0.6064257028	0.9143440293
509	0.6064257028	0.9141251761
510	0.6069277108	0.9138140687
511	0.6074297189	0.9137155205
512	0.6079317269	0.913511462
513	0.608935743	0.9132786689
514	0.6104417671	0.9129898043
515	0.608935743	0.9128147925
516	0.609939759	0.9125954081
517	0.609939759	0.9124272554
518	0.6109437751	0.9122533755
519	0.6109437751	0.9120404015
520	0.6114457831	0.9118073756
521	0.6109437751	0.9116456652
522	0.6114457831	0.911491335
523	0.6114457831	0.9112606296
524	0.6119477912	0.9110536006
525	0.6124497992	0.9109277342
526	0.6119477912	0.9107805985
527	0.6124497992	0.910679495
528	0.6124497992	0.9104881885
529	0.6139558233	0.9103126917
530	0.6144578313	0.910078037
531	0.6154618474	0.9098753299
532	0.6154618474	0.9097400631
533	0.6164658635	0.9094936485
534	0.6159638554	0.9092234388
535	0.6159638554	0.9091009006
536	0.6154618474	0.9090007652
537	0.6159638554	0.9088768085
538	0.6159638554	0.908613517
539	0.6149598394	0.9084849065
540	0.6134538153	0.9081654552
541	0.6134538153	0.9079681828
542	0.6149598394	0.9077432632
543	0.6144578313	0.9075497959
544	0.6144578313	0.9074231108
545	0.6149598394	0.9072274939
546	0.6134538153	0.9070707379
547	0.6144578313	0.9069113448
548	0.6154618474	0.9067574617
549	0.6154618474	0.9065769223
550	0.6154618474	0.9064235123
551	0.6164658635	0.9061248967
552	0.6164658635	0.905827514
553	0.6174698795	0.9056591817
554	0.6184738956	0.9054672632
555	0.6194779116	0.9052995787
556	0.6199799197	0.9050736823
557	0.6209839357	0.9047998992
558	0.6214859438	0.904523474
559	0.6219879518	0.9043172828
560	0.6204819277	0.9042013307
561	0.6229919679	0.9039875751
562	0.6224899598	0.9038093431
563	0.6229919679	0.9036242598
564	0.6229919679	0.9034593173
565	0.6224899598	0.9032152066
566	0.6214859438	0.9029346239
567	0.6214859438	0.9026783937
568	0.6219879518	0.9025431027
569	0.6229919679	0.9022175875
570	0.6229919679	0.9021244151
571	0.6234939759	0.9019738619
572	0.6229919679	0.9018369042
573	0.6224899598	0.9016590149
574	0.6224899598	0.9014073325
575	0.6229919679	0.9012202702
576	0.6234939759	0.9010283041
577	0.6239959839	0.9009008206
578	0.6239959839	0.900680653
579	0.6239959839	0.9005259887
580	0.625	0.900257504
581	0.625502008	0.9000500988
582	0.6260040161	0.8999335816
583	0.625	0.8996976586
584	0.625	0.899423194
585	0.625502008	0.8992802786
586	0.6260040161	0.899025522
587	0.6260040161	0.8988122272
588	0.6270080321	0.8986368673
589	0.6270080321	0.8984864587
590	0.6270080321	0.8983110444
591	0.6265060241	0.8981748573
592	0.6265060241	0.8980356423
593	0.6270080321	0.897835777
594	0.6275100402	0.8976577674
595	0.6265060241	0.8974125357
596	0.6265060241	0.8972749122
597	0.6270080321	0.8971211496
598	0.6270080321	0.8969509893
599	0.6280120482	0.8968269253
600	0.6275100402	0.8966095972
601	0.6265060241	0.8964434692
602	0.6275100402	0.8963404739
603	0.6280120482	0.8960846307
604	0.6275100402	0.8958694727
605	0.6280120482	0.8957697654
606	0.6290160643	0.895610218
607	0.6290160643	0.8954143312
608	0.6290160643	0.8951922733
609	0.6295180723	0.8950165626
610	0.6300200803	0.8948553918
611	0.6295180723	0.8946951034
612	0.6285140562	0.8945561242
613	0.6290160643	0.8943825467
614	0.6280120482	0.8942373539
615	0.6290160643	0.8938802803
616	0.6295180723	0.8937058914
617	0.6290160643	0.8935879414
618	0.6290160643	0.8933564486
619	0.6280120482	0.8930254662
620	0.6280120482	0.8928764868
621	0.6280120482	0.8926831239
622	0.6285140562	0.8925245448
623	0.6300200803	0.8923992846
624	0.6300200803	0.892245354
625	0.6290160643	0.892114622
626	0.6295180723	0.8919224015
627	0.6295180723	0.8916905069
628	0.6295180723	0.8915187317
629	0.6300200803	0.8914309278
630	0.6305220884	0.8912250768
631	0.6310240964	0.8910167619
632	0.6315261044	0.8908233655
633	0.6315261044	0.8906559412
634	0.6305220884	0.8904605484
635	0.6305220884	0.8902979413
636	0.6305220884	0.8900625638
637	0.6320281124	0.8898746492
638	0.6320281124	0.889646957
639	0.6330321285	0.8893934697
640	0.6345381526	0.888979617
641	0.6345381526	0.888824117
642	0.6360441767	0.8885501621
643	0.6350401606	0.8884274555
644	0.6350401606	0.8882017843
645	0.6355421687	0.8880599205
646	0.6355421687	0.8878661096
647	0.6360441767	0.8876786796
648	0.6360441767	0.8875083883
649	0.6365461847	0.8873703932
650	0.6365461847	0.8872827928
651	0.6350401606	0.8871486085
652	0.6360441767	0.8869980225
653	0.6355421687	0.8868307376
654	0.6355421687	0.8866930084
655	0.6350401606	0.8864548286
656	0.6350401606	0.8863011395
657	0.6355421687	0.8861808576
658	0.6355421687	0.8860240895
659	0.6355421687	0.8858763685
660	0.6365461847	0.8857596273
661	0.6360441767	0.8856611902
662	0.6360441767	0.8854701734
663	0.6350401606	0.885292874
664	0.6350401606	0.8851479269
665	0.6345381526	0.8849829918
666	0.6350401606	0.8847942491
667	0.6350401606	0.8846727485
668	0.6345381526	0.8844808424
669	0.6345381526	0.8842353218
670	0.6345381526	0.8840221399
671	0.6340361446	0.8839158079
672	0.6345381526	0.8837225193
673	0.6345381526	0.8836311024
674	0.6350401606	0.883364457
675	0.6355421687	0.8831076052
676	0.6355421687	0.8828864198
677	0.6365461847	0.8826072293
678	0.6360441767	0.8825047556
679	0.6360441767	0.8822643291
680	0.6360441767	0.8820645669
681	0.6360441767	0.8818317369
682	0.6370481928	0.8815870135
683	0.6385542169	0.8814059051
684	0.6385542169	0.8812707468
685	0.6385542169	0.8811845413
686	0.6380522088	0.8809310405
687	0.6365461847	0.8807969523
688	0.6380522088	0.8806184584
689	0.6395582329	0.8804464174
690	0.6395582329	0.8802363925
691	0.6390562249	0.8799816953
692	0.6385542169	0.8797230492
693	0.6375502008	0.8795264255
694	0.6380522088	0.8793413235
695	0.6390562249	0.8791190661
696	0.6390562249	0.8788406783
697	0.6390562249	0.8787124763
698	0.6385542169	0.8785507208
699	0.6390562249	0.8784397819
700	0.6390562249	0.8782779513
701	0.6390562249	0.8781989289
702	0.6385542169	0.8779916979
703	0.6390562249	0.8776759011
704	0.6385542169	0.8775033801
705	0.6380522088	0.8773435505
706	0.6375502008	0.8770119016
707	0.6380522088	0.8768249792
708	0.6375502008	0.8765527894
709	0.6375502008	0.876425519
710	0.6375502008	0.8762047531
711	0.6390562249	0.8760700387
712	0.6385542169	0.8759312741
713	0.6385542169	0.875731466
714	0.6390562249	0.8755129988
715	0.6380522088	0.8752469473
716	0.6390562249	0.8751114669
717	0.6390562249	0.8749491329
718	0.6390562249	0.8747595244
719	0.6385542169	0.8745950579
720	0.6390562249	0.8745194837
721	0.640562249	0.8743634986
722	0.640060241	0.8741506526
723	0.6395582329	0.8739916177
724	0.6395582329	0.8738803675
725	0.640060241	0.873745425
726	0.640562249	0.8735534447
727	0.6415662651	0.8733283668
728	0.6420682731	0.8732188496
729	0.6420682731	0.8730326881
730	0.6430722892	0.8728600651
731	0.6425702811	0.8728005445
732	0.6420682731	0.8727073085
733	0.6425702811	0.8725259643
734	0.6420682731	0.8723781814
735	0.6425702811	0.8722015699
736	0.6415662651	0.8719763097
737	0.6420682731	0.8718504914
738	0.6415662651	0.8716541569
739	0.6425702811	0.8713938043
740	0.6435742972	0.8711583974
741	0.6420682731	0.870808335
742	0.6430722892	0.8706637329
743	0.6430722892	0.8704400196
744	0.6435742972	0.8702517251
745	0.6445783133	0.8700486849
746	0.6445783133	0.8699135087
747	0.6445783133	0.8696680506
748	0.6445783133	0.8695614484
749	0.6450803213	0.8694399805
750	0.6445783133	0.8693421339
751	0.6440763052	0.8691737755
752	0.6435742972	0.8690300655
753	0.6450803213	0.8688332282
754	0.6450803213	0.868685037
755	0.6465863454	0.8685167987
756	0.6470883534	0.868335882
757	0.6470883534	0.8681087979
758	0.6470883534	0.8680467272
759	0.6470883534	0.8678044596
760	0.6460843373	0.8675962996
761	0.6470883534	0.8674146626
762	0.6475903614	0.8673110256
763	0.6475903614	0.8670842168
764	0.6480923695	0.866863711
765	0.6480923695	0.8667375884
766	0.6485943775	0.8665153409
767	0.6485943775	0.8664057739
768	0.6495983936	0.8662437681
769	0.6480923695	0.8659953775
770	0.6490963855	0.8657834798
771	0.6501004016	0.8656168732
772	0.6495983936	0.8654892338
773	0.6501004016	0.8653903135
774	0.6501004016	0.8652659488
775	0.6506024096	0.8650160906
776	0.6501004016	0.864838875
777	0.6506024096	0.8647416661
778	0.6490963855	0.864512216
779	0.6485943775	0.8643997351
780	0.6501004016	0.8642948567
781	0.6506024096	0.8641838353
782	0.6501004016	0.8640110167
783	0.6506024096	0.8638570418
784	0.6501004016	0.8637249596
785	0.6490963855	0.8634686662
786	0.6490963855	0.8632637441
787	0.6495983936	0.8631236902
788	0.6501004016	0.8629308739
789	0.6511044177	0.862714376
790	0.6516064257	0.8625376773
791	0.6516064257	0.8623513555
792	0.6516064257	0.8620848994
793	0.6511044177	0.861940235
794	0.6516064257	0.8617807248
795	0.6526104418	0.861487286
796	0.6521084337	0.8613884032
797	0.6526104418	0.8610295609
798	0.6526104418	0.8608892311
799	0.6531124498	0.8607031211
800	0.6541164659	0.8605078996
801	0.6541164659	0.8604418473
802	0.6541164659	0.8603702408
803	0.6541164659	0.8602346779
804	0.6541164659	0.8601005008
805	0.6541164659	0.8599626173
806	0.6546184739	0.8598314458
807	0.6546184739	0.8596624598
808	0.6536144578	0.8594648675
809	0.6536144578	0.859303506
810	0.6551204819	0.8591684646
811	0.6546184739	0.8589530166
812	0.6546184739	0.8587235395
813	0.65562249	0.858616052
814	0.6551204819	0.8584352655
815	0.65562249	0.8582370108
816	0.6546184739	0.8580203154
817	0.6546184739	0.8579286331
818	0.6551204819	0.8577755501
819	0.6551204819	0.8575889193
820	0.6551204819	0.8574228952
821	0.6551204819	0.8572881885
822	0.6551204819	0.8572021758
823	0.65562249	0.8570122884
824	0.6551204819	0.8568820848
825	0.6551204819	0.8566652407
826	0.65562249	0.8564795734
827	0.656124498	0.8563083297
828	0.65562249	0.8561879072
829	0.6541164659	0.8560643981
830	0.6551204819	0.8558423005
831	0.656626506	0.8556758289
832	0.656124498	0.855505543
833	0.656626506	0.8552775616
834	0.656124498	0.8551147107
835	0.656626506	0.8548716927
836	0.656626506	0.8546700435
837	0.656124498	0.8545145829
838	0.6551204819	0.854307978
839	0.65562249	0.8541888112
840	0.656124498	0.8539412
841	0.65562249	0.8537445546
842	0.656124498	0.8535900716
843	0.65562249	0.853352746
844	0.656626506	0.8532188545
845	0.6571285141	0.8530253521
846	0.6591365462	0.8528632345
847	0.6596385542	0.8527631602
848	0.6601405622	0.8525722837
849	0.6606425703	0.8523135188
850	0.6591365462	0.8521255631
851	0.6596385542	0.8519702268
852	0.6586345382	0.8518360107
853	0.6581325301	0.8516990708
854	0.6586345382	0.851508339
855	0.6596385542	0.8513846408
856	0.6606425703	0.8512752596
857	0.6606425703	0.85109072
858	0.6616465863	0.8509218588
859	0.6616465863	0.8507175589
860	0.6626506024	0.8505500294
861	0.6621485944	0.8503907336
862	0.6626506024	0.8502352635
863	0.6631526104	0.8500644645
864	0.6626506024	0.8498355276
865	0.6636546185	0.8495259975
866	0.6636546185	0.8493514788
867	0.6636546185	0.8492739685
868	0.6641566265	0.8490548741
869	0.6631526104	0.8488588632
870	0.6631526104	0.8486923644
871	0.6636546185	0.8485788133
872	0.6636546185	0.8484076698
873	0.6646586345	0.8482776159
874	0.6621485944	0.8480674971
875	0.6631526104	0.8479016843
876	0.6641566265	0.8477224739
877	0.6641566265	0.8475597566
878	0.6641566265	0.8474652388
879	0.6641566265	0.8473674919
880	0.6636546185	0.8472222353
881	0.6631526104	0.8470411088
882	0.6636546185	0.846921071
883	0.6631526104	0.8467724926
884	0.6636546185	0.8466475278
885	0.6646586345	0.8464879394
886	0.6646586345	0.8462511009
887	0.6646586345	0.8461869338
